Nombre,Posición,Duración,Alineación,Evento,Jugada,Resultado
Acción de ataque (18),1448520,7040,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_37,Pérdida
Acción de ataque (20),1647560,9000,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_26,Nada
Acción de ataque (14),919240,15240,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_65,Pérdida
Acción de ataque (47),4465400,10840,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_30,Nada
Acción de ataque (43),1422920,7080,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_50,Gol
Acción de ataque (18),1396440,16920,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_10,Pérdida
Acción de ataque (14),1260120,6240,Jugador_1 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_35,Gol
Acción de ataque (52),5902160,5880,Jugador_1 (li),Acción de ataque,Jugada_78,Pérdida
Acción de ataque (26),3844760,8880,Jugador_1 (li),Acción de ataque,Jugada_78,Gol
Acción de ataque (7),1579120,13760,Jugador_1 (ld);Jugador_10 (ed);Jugador_3 (c);Jugador_7 (li);Jugador_15 (ei);Jugador_5 (pi),Acción de ataque,Jugada_9,Gol
Acción de ataque (62),1292720,8800,Jugador_1 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_3 (c),Acción de ataque,Jugada_66,Gol
Acción de ataque (67),1624120,14800,Jugador_1 (ld);Jugador_3 (c);Jugador_7 (li);Jugador_5 (pi);Jugador_4 (ed),Acción de ataque,Jugada_20,Gol
Acción de ataque (52),704160,11160,Jugador_1 (ld);Jugador_3 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_13 (ei),Acción de ataque,Jugada_32,Gol
Acción de ataque (11),974080,12800,Jugador_1 (c);Jugador_5 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_3,Nada
Acción de ataque (12),988480,8000,Jugador_1 (c);Jugador_5 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_15,Nada
Acción de ataque (13),1014480,13200,Jugador_1 (c);Jugador_5 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_46,Nada
Acción de ataque (14),1040840,8400,Jugador_1 (c);Jugador_5 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_74,Gol
Acción de ataque (9),765840,7080,Jugador_1 (c);Jugador_5 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (10),957960,5480,Jugador_1 (c);Jugador_5 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (16),1342240,13920,Jugador_1 (c);Jugador_13 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_20,Gol
Acción de ataque (7),465440,8720,Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_7 (li);Jugador_11 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (4),272560,22000,Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_7 (li);Jugador_6 (ei),Acción de ataque,Jugada_65,Nada
Acción de ataque (5),298400,10200,Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_7 (li);Jugador_6 (ei),Acción de ataque,Jugada_73,Gol
Acción de ataque (8),616920,10240,Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_7 (li),Acción de ataque,Jugada_52,Pérdida
Acción de ataque (3),189240,12920,Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_7 (li),Acción de ataque,Jugada_40,Pérdida
Acción de ataque (6),445440,10240,Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_7 (li),Acción de ataque,Jugada_3,Nada
Acción de ataque (27),312920,15200,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_10 (ed);Jugador_5 (pi),Acción de ataque,Jugada_30,Pérdida
Acción de ataque (32),843760,15360,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi);Jugador_6 (ei),Acción de ataque,Jugada_73,Pérdida
Acción de ataque (31),782280,15640,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi);Jugador_6 (ei),Acción de ataque,Jugada_73,Gol
Acción de ataque (30),701960,15520,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_3,Pérdida
Acción de ataque (29),392920,9760,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_42,Pérdida
Acción de ataque (28),354320,20000,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (33),889040,8280,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (82),556560,8000,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_73,Pérdida
Acción de ataque (67),359960,14000,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (81),528160,20000,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_21,Nada
Acción de ataque (80),407960,12000,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_21,Gol
Acción de ataque (11),293000,14400,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi);Jugador_6 (ei),Acción de ataque,Jugada_55,Pérdida
Acción de ataque (34),969600,11840,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (18),713360,9200,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_3,Pérdida
Acción de ataque (17),682160,14800,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_44,Nada
Acción de ataque (5),151800,19600,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_69,Nada
Acción de ataque (6),173800,5600,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_73,Gol
Acción de ataque (4),109400,6800,Jugador_1 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (10),1481280,7200,Jugador_1 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (9),1226080,7600,Jugador_1 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_66,Gol
Acción de ataque (8),1145560,6680,Jugador_1 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_74,Pérdida
Acción de ataque (30),938840,16000,Jugador_1 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (7),1119200,14800,Jugador_1 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_69,Nada
Acción de ataque (29),754680,9200,Jugador_1 (c);Jugador_9 (pi);Jugador_7 (li);Jugador_2 (ld),Acción de ataque,Jugada_68,Gol
Acción de ataque (52),635360,6000,Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (46),1727920,6440,Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (28),625320,7200,Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (5),938480,6800,Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (32),4217480,7960,Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (32),1816440,7200,Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_38,Gol
Acción de ataque (1),31000,15560,Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi);Jugador_7 (li),Acción de ataque,Jugada_13,Nada
Acción de ataque (28),1965120,5440,Jugador_1 (c);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (2),141640,16360,Jugador_1 (c);Jugador_12 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_1,Nada
Acción de ataque (1),20200,13720,Jugador_1 (c);Jugador_12 (pi);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_17,Gol
Acción de ataque (5),359400,8000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi);Jugador_10 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (8),593360,7520,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi);Jugador_6 (ei);Jugador_10 (ed),Acción de ataque,Jugada_73,Gol
Acción de ataque (4),277920,9600,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi);Jugador_6 (ei),Acción de ataque,Jugada_55,Pérdida
Acción de ataque (3),265920,9200,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi);Jugador_6 (ei),Acción de ataque,Jugada_41,Nada
Acción de ataque (7),585400,7920,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi);Jugador_6 (ei),Acción de ataque,Jugada_69,Nada
Acción de ataque (6),490880,9600,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (1),40400,14400,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi),Acción de ataque,Jugada_13,Gol
Acción de ataque (2),180840,21200,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_5 (pi),Acción de ataque,Jugada_13,Gol
Acción de ataque (94),497560,6000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (92),255360,8000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (95),560080,12000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (96),1069600,19000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_21,Nada
Acción de ataque (97),906440,8000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_41,Nada
Acción de ataque (93),548920,10000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_6,Nada
Acción de ataque (50),1972440,7600,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_50,Gol
Acción de ataque (83),100760,12000,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_6 (ei);Jugador_10 (ed),Acción de ataque,Jugada_34,Pérdida
Acción de ataque (47),472760,11200,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_6 (ei),Acción de ataque,Jugada_69,Nada
Acción de ataque (42),62760,8400,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_6 (ei),Acción de ataque,Jugada_20,Gol
Acción de ataque (48),485560,7200,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_6 (ei),Acción de ataque,Jugada_55,Gol
Acción de ataque (15),1104480,8800,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi);Jugador_6 (ei),Acción de ataque,Jugada_66,Gol
Acción de ataque (46),304560,8400,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_66,Pérdida
Acción de ataque (51),622160,10400,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_26,Nada
Acción de ataque (44),150080,17200,Jugador_1 (c);Jugador_7 (li);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_36,Gol
Acción de ataque (35),1510720,21560,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_13 (ld),Acción de ataque,Jugada_69,Gol
Acción de ataque (85),234360,10000,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_10 (ed),Acción de ataque,Jugada_66,Gol
Acción de ataque (86),494960,18000,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_10 (ed),Acción de ataque,Jugada_21,Gol
Acción de ataque (7),686760,8800,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (27),612960,12800,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld);Jugador_6 (ei),Acción de ataque,Jugada_24,Nada
Acción de ataque (55),5223560,7120,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_68,Pérdida
Acción de ataque (24),441200,11600,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_26,Nada
Acción de ataque (20),933160,12600,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_46,Nada
Acción de ataque (25),454080,8840,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_37,Gol
Acción de ataque (23),320000,9600,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_40,Gol
Acción de ataque (19),844720,9600,Jugador_1 (c);Jugador_7 (li);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_60,Gol
Acción de ataque (24),3652720,9840,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_10 (ed);Jugador_9 (pi),Acción de ataque,Jugada_18,Pérdida
Acción de ataque (3),285640,12240,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_36,Pérdida
Acción de ataque (2),62080,11040,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (26),1872600,9400,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_60,Pérdida
Acción de ataque (7),739640,12400,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_46,Nada
Acción de ataque (8),751960,7880,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (1),869480,7240,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_2,Gol
Acción de ataque (5),429240,8400,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_56,Gol
Acción de ataque (6),571200,13200,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (10),803120,6800,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_5 (pi),Acción de ataque,Jugada_40,Gol
Acción de ataque (29),4050680,7160,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_7,Pérdida
Acción de ataque (30),4180840,13640,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (27),3870640,6920,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Nada
Acción de ataque (36),2985000,16320,Jugador_1 (c);Jugador_7 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_52,Gol
Acción de ataque (41),2006720,10680,Jugador_1 (c);Jugador_16 (li);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_20,Gol
Acción de ataque (49),5013760,15200,Jugador_1 (c);Jugador_15 (ei);Jugador_14 (ld);Jugador_10 (ed);Jugador_9 (pi);Jugador_13 (li),Acción de ataque,Jugada_69,Gol
Acción de ataque (50),5085840,12400,Jugador_1 (c);Jugador_15 (ei);Jugador_14 (ld);Jugador_9 (pi);Jugador_13 (li),Acción de ataque,Jugada_21,Pérdida
Acción de ataque (49),1891680,4400,Jugador_1 (c),Acción de ataque,Jugada_78,Pérdida
Acción de ataque (48),4944600,3600,Jugador_1 (c),Acción de ataque,Jugada_78,Gol
Acción de ataque (4),226480,10000,Jugador_3 (li);Jugador_9 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (23),1745760,9320,Jugador_3 (li);Jugador_1 (c);Jugador_13 (ei);Jugador_5 (pi),Acción de ataque,Jugada_6,Gol
Acción de ataque (12),978560,5200,Jugador_3 (li);Jugador_1 (c);Jugador_9 (pi);Jugador_7 (ld),Acción de ataque,Jugada_15,Pérdida
Acción de ataque (64),1441440,10000,Jugador_3 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (63),1423280,15200,Jugador_3 (ld);Jugador_7 (li);Jugador_1 (c);Jugador_9 (pi),Acción de ataque,Jugada_44,Nada
Acción de ataque (16),1775080,14800,Jugador_3 (c);Jugador_10 (ed);Jugador_9 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_22,Gol
Acción de ataque (19),34760,7480,Jugador_3 (c);Jugador_5 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_61,Pérdida
Acción de ataque (18),16920,7960,Jugador_3 (c);Jugador_5 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_40,Nada
Acción de ataque (20),116480,7640,Jugador_3 (c);Jugador_5 (pi);Jugador_14 (ld);Jugador_1 (li),Acción de ataque,Jugada_69,Gol
Acción de ataque (64),2981720,22000,Jugador_3 (c);Jugador_5 (pi);Jugador_2 (ld);Jugador_10 (ed);Jugador_7 (li),Acción de ataque,Jugada_69,Gol
Acción de ataque (23),2784880,8840,Jugador_3 (c);Jugador_5 (pi);Jugador_16 (li);Jugador_2 (ld);Jugador_10 (ed),Acción de ataque,Jugada_6,Pérdida
Acción de ataque (20),2514600,22400,Jugador_3 (c);Jugador_5 (pi);Jugador_16 (li);Jugador_2 (ld);Jugador_15 (ei),Acción de ataque,Jugada_65,Pérdida
Acción de ataque (19),2475400,13600,Jugador_3 (c);Jugador_5 (pi);Jugador_16 (li);Jugador_2 (ld),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (22),2741640,9200,Jugador_3 (c);Jugador_5 (pi);Jugador_16 (li);Jugador_2 (ld),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (21),2673760,8240,Jugador_3 (c);Jugador_5 (pi);Jugador_16 (li);Jugador_2 (ld),Acción de ataque,Jugada_36,Gol
Acción de ataque (18),2341440,6000,Jugador_3 (c);Jugador_5 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (35),948600,8320,Jugador_3 (c);Jugador_5 (pi),Acción de ataque,Jugada_38,Nada
Acción de ataque (41),4982160,12000,Jugador_3 (c);Jugador_13 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_28,Gol
Acción de ataque (24),1359400,9200,Jugador_3 (c);Jugador_13 (ei);Jugador_7 (li);Jugador_9 (pi);Jugador_1 (ld),Acción de ataque,Jugada_41,Nada
Acción de ataque (23),328320,9960,Jugador_3 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_2,Gol
Acción de ataque (26),878520,10360,Jugador_3 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_1 (li),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (24),451200,11160,Jugador_3 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_1 (li),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (25),483600,6520,Jugador_3 (c);Jugador_14 (ld);Jugador_5 (pi);Jugador_1 (li),Acción de ataque,Jugada_50,Gol
Acción de ataque (34),4316240,12400,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_21,Nada
Acción de ataque (50),1968480,15600,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_13 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Nada
Acción de ataque (44),1571280,9520,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_7 (li);Jugador_10 (ed),Acción de ataque,Jugada_73,Pérdida
Acción de ataque (43),1549320,15240,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_7 (li);Jugador_10 (ed),Acción de ataque,Jugada_18,Nada
Acción de ataque (42),1340240,10000,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_7 (li);Jugador_10 (ed),Acción de ataque,Jugada_30,Gol
Acción de ataque (41),1260280,9440,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_7 (li);Jugador_10 (ed),Acción de ataque,Jugada_30,Gol
Acción de ataque (57),5488240,4400,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (li);Jugador_13 (ei),Acción de ataque,Jugada_65,Pérdida
Acción de ataque (56),5470640,8400,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (li);Jugador_13 (ei),Acción de ataque,Jugada_6,Nada
Acción de ataque (37),4572240,11600,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (li),Acción de ataque,Jugada_44,Nada
Acción de ataque (38),4595440,9600,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_1 (li),Acción de ataque,Jugada_46,Nada
Acción de ataque (36),4437840,10800,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_45,Gol
Acción de ataque (49),1977200,13960,Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_75,Nada
Acción de ataque (69),1173440,8000,Jugador_3 (c);Jugador_14 (ld);Jugador_12 (pi);Jugador_4 (ed);Jugador_7 (li),Acción de ataque,Jugada_63,Gol
Acción de ataque (24),2556000,16920,Jugador_3 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_10 (ed);Jugador_5 (pi),Acción de ataque,Jugada_18,Nada
Acción de ataque (25),2588480,6560,Jugador_3 (c);Jugador_14 (ld);Jugador_7 (li);Jugador_5 (pi),Acción de ataque,Jugada_74,Pérdida
Acción de ataque (40),4642760,7200,Jugador_3 (c);Jugador_14 (ld);Jugador_1 (li);Jugador_9 (pi),Acción de ataque,Jugada_36,Pérdida
Acción de ataque (22),223880,21840,Jugador_3 (c);Jugador_14 (ld);Jugador_15 (ei);Jugador_5 (pi);Jugador_1 (li),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (41),4672360,11600,Jugador_3 (c);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Nada
Acción de ataque (42),4688360,7600,Jugador_3 (c);Jugador_14 (ld);Jugador_15 (ei);Jugador_1 (li),Acción de ataque,Jugada_65,Gol
Acción de ataque (19),1477240,11600,Jugador_3 (c);Jugador_9 (pi);Jugador_11 (ed);Jugador_14 (ld);Jugador_7 (li);Jugador_13 (ei),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (18),1464720,8400,Jugador_3 (c);Jugador_9 (pi);Jugador_11 (ed);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_69,Nada
Acción de ataque (17),1356240,10000,Jugador_3 (c);Jugador_9 (pi);Jugador_11 (ed);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_20,Gol
Acción de ataque (9),1339600,11600,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_55,Pérdida
Acción de ataque (8),1331360,8240,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_10 (ed);Jugador_1 (li),Acción de ataque,Jugada_6,Nada
Acción de ataque (56),2189040,13600,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_11 (ed);Jugador_1 (li);Jugador_13 (ei),Acción de ataque,Jugada_21,Gol
Acción de ataque (55),2140280,8000,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_11 (ed);Jugador_1 (li),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (23),2374800,8720,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li);Jugador_10 (ed),Acción de ataque,Jugada_51,Gol
Acción de ataque (22),1950200,12800,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li);Jugador_13 (ei),Acción de ataque,Jugada_50,Pérdida
Acción de ataque (23),2068360,7920,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li);Jugador_13 (ei),Acción de ataque,Jugada_74,Pérdida
Acción de ataque (21),1913400,18000,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li);Jugador_13 (ei),Acción de ataque,Jugada_65,Nada
Acción de ataque (24),2218520,6000,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li);Jugador_13 (ei),Acción de ataque,Jugada_42,Nada
Acción de ataque (25),2224080,16200,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li);Jugador_15 (ei),Acción de ataque,Jugada_20,Gol
Acción de ataque (21),2184920,7480,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_40,Pérdida
Acción de ataque (20),2169480,6560,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_38,Nada
Acción de ataque (19),2157360,7520,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_76,Nada
Acción de ataque (41),5083800,9520,Jugador_3 (c);Jugador_9 (pi);Jugador_14 (ld);Jugador_7 (li),Acción de ataque,Jugada_52,Nada
