Nombre,Posición,Duración,Alineación,Evento,Jugada,Resultado
Acción de ataque (11),1165680,9280,Jugador_16 (li);Jugador_13 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_36,Pérdida
Acción de ataque (33),1229080,13200,Jugador_16 (li);Jugador_13 (c);Jugador_9 (pi);Jugador_14 (ld),Acción de ataque,Jugada_17,Gol
Acción de ataque (32),1191040,7200,Jugador_16 (li);Jugador_13 (c);Jugador_9 (pi);Jugador_14 (ld),Acción de ataque,Jugada_39,Gol
Acción de ataque (13),1231080,10560,Jugador_16 (li);Jugador_13 (c);Jugador_9 (pi);Jugador_2 (ld),Acción de ataque,Jugada_45,Pérdida
Acción de ataque (12),1215880,8360,Jugador_16 (li);Jugador_13 (c);Jugador_9 (pi),Acción de ataque,Jugada_50,Nada
Acción de ataque (10),1141520,7320,Jugador_16 (li);Jugador_13 (c),Acción de ataque,Jugada_26,Nada
Acción de ataque (43),2091840,7880,Jugador_16 (li);Jugador_9 (pi);Jugador_4 (ed);Jugador_1 (c),Acción de ataque,Jugada_20,Nada
Acción de ataque (44),2102040,5680,Jugador_16 (li);Jugador_9 (pi);Jugador_1 (c),Acción de ataque,Jugada_38,Gol
Acción de ataque (42),2061680,5040,Jugador_16 (li);Jugador_9 (pi),Acción de ataque,Jugada_38,Pérdida
Acción de ataque (40),1941600,14200,Jugador_16 (li);Jugador_1 (c);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Pérdida
Acción de ataque (38),1869600,8080,Jugador_16 (li);Jugador_1 (c);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (39),1882320,6840,Jugador_16 (li);Jugador_1 (c);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_68,Gol
Acción de ataque (1),63200,8880,Jugador_16 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi),Acción de ataque,Jugada_2,Pérdida
Acción de ataque (2),123680,9880,Jugador_16 (li);Jugador_1 (c);Jugador_14 (ld);Jugador_5 (pi),Acción de ataque,Jugada_13,Nada
Acción de ataque (6),284080,14840,Jugador_16 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_69,Nada
Acción de ataque (7),297720,5760,Jugador_16 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_20,Gol
Acción de ataque (8),408000,14400,Jugador_16 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Gol
Acción de ataque (21),316160,12680,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_24,Pérdida
Acción de ataque (70),570520,14000,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_65,Nada
Acción de ataque (27),850560,13320,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_36,Pérdida
Acción de ataque (26),724120,5320,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_42,Pérdida
Acción de ataque (22),442680,10000,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_40,Pérdida
Acción de ataque (25),715000,3000,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_42,Nada
Acción de ataque (24),612040,9280,Jugador_16 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_42,Gol
Acción de ataque (22),1963520,12040,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_4 (ed),Acción de ataque,Jugada_18,Pérdida
Acción de ataque (12),862800,14400,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi);Jugador_15 (ei),Acción de ataque,Jugada_69,Nada
Acción de ataque (23),2134920,7720,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Pérdida
Acción de ataque (1),64840,11600,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_44,Pérdida
Acción de ataque (5),239280,10400,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (19),1761600,10760,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Nada
Acción de ataque (3),202000,14000,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_46,Nada
Acción de ataque (2),115320,11600,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_24,Gol
Acción de ataque (21),1848640,6960,Jugador_16 (li);Jugador_3 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Gol
Acción de ataque (55),2164560,5240,Jugador_16 (li),Acción de ataque,Jugada_78,Gol
Acción de ataque (19),1921640,13080,Jugador_15 (ei);Jugador_13 (c);Jugador_9 (pi);Jugador_16 (li);Jugador_2 (ld),Acción de ataque,Jugada_22,Gol
Acción de ataque (18),1843760,6400,Jugador_15 (ei);Jugador_13 (c);Jugador_9 (pi);Jugador_16 (li);Jugador_2 (ld),Acción de ataque,Jugada_11,Gol
Acción de ataque (91),149240,10000,Jugador_15 (ei);Jugador_9 (pi);Jugador_3 (c);Jugador_7 (li);Jugador_14 (ld),Acción de ataque,Jugada_44,Nada
Acción de ataque (17),1781360,8360,Jugador_15 (ei);Jugador_9 (pi);Jugador_16 (li);Jugador_13 (c);Jugador_2 (ld),Acción de ataque,Jugada_42,Pérdida
Acción de ataque (78),6053000,7000,Jugador_15 (ei);Jugador_2 (ld);Jugador_9 (pi);Jugador_7 (li);Jugador_3 (c),Acción de ataque,Jugada_4,Gol
Acción de ataque (44),1762760,11400,Jugador_15 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_11 (ed);Jugador_9 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (47),1897760,19720,Jugador_15 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_20,Nada
Acción de ataque (37),956560,7840,Jugador_15 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_55,Gol
Acción de ataque (48),1921160,8920,Jugador_15 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_75,Gol
Acción de ataque (35),847880,14600,Jugador_15 (ei);Jugador_1 (li);Jugador_3 (c);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_22,Gol
Acción de ataque (35),4454400,10200,Jugador_15 (ei);Jugador_3 (li);Jugador_1 (c);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_6,Gol
Acción de ataque (16),2188760,18120,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (14),2087080,9480,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_13 (ld);Jugador_9 (pi),Acción de ataque,Jugada_65,Gol
Acción de ataque (34),736920,14920,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_19,Gol
Acción de ataque (33),561160,6200,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_14 (ld);Jugador_9 (pi),Acción de ataque,Jugada_50,Gol
Acción de ataque (17),1634720,9040,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi);Jugador_10 (ed),Acción de ataque,Jugada_32,Nada
Acción de ataque (40),4832880,11680,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_69,Pérdida
Acción de ataque (18),1656040,9960,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_29,Pérdida
Acción de ataque (39),4756280,6920,Jugador_15 (ei);Jugador_3 (c);Jugador_1 (li);Jugador_2 (ld);Jugador_9 (pi),Acción de ataque,Jugada_41,Pérdida
Acción de ataque (68),1150440,12000,Jugador_15 (ei);Jugador_16 (li);Jugador_13 (c);Jugador_9 (pi);Jugador_14 (ld),Acción de ataque,Jugada_17,Gol
